19	61431566	28229
17	94987271	28227
M	16299	28239
18	90702639	28228
15	104043685	28225
16	98207768	28226
13	120421639	28223
14	124902244	28224
11	122082543	28221
12	120129022	28222
3	160039680	28232
2	182113224	28231
10	130694993	28220
1	195471971	28230
7	145441459	28236
6	149736546	28235
5	151834684	28234
4	156508116	28233
9	124595110	28238
8	129401213	28237
Y	91744698	28241
X	171031299	28240
